#FILE	NUM_FOUND	AAC3	AAC6-PRIME	ACRA	ACRB	ACRD	AMPH	ANT3-DPRIME	APH3-DPRIME	APH3-PRIME	APH4	APH6	BACA	BAER	BAES	BCR	BLE	CARB	CMLA	CMY	CPXAR	CRP	CTX	DFRA	EMRA	EMRB	EMRD	EMRR	ERMB	FLOR	FOSA	GESA	GESB	GESC	HNS	KDPE	MARA	MARR	MDTA	MDTB	MDTC	MDTK	MPHA	MSBA	PBP2	PMRG	QACL	QNRA	QNRB	RAMA	ROBA	SDIA	SOXS	SULI	SULII	TEM	TETA	TETB	TETM	YOGI
SRR22858276_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23611146_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23611460_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23611461_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23612040_assembly.fasta	39	100.00	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	100.00	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	100.00	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	85.69	.	.	.	99.70
SRR23734591_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23919677_assembly.fasta	33	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	93.95	100.00	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23988851_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	99.76	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23988853_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23988857_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23988858_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	93.95	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR23988860_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR24977980_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	93.81	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR24977981_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR24980334_assembly.fasta	33	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	99.81	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.18	91.28	99.54	99.76	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR24980335_assembly.fasta	38	.	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	96.68	99.69	.	100.00	98.26	.	100.00	.	99.70
SRR24980338_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR25451680_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR25451681_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6311159_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.82
SRR6814919_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6903162_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR6973036_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.63	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973038_assembly.fasta	37	.	100.00	100.00	99.40	100.00	100.00	97.92	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	100.00	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	89.82	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	100.00	.	.	100.00	.	.	99.76
SRR6973550_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	91.30	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	100.00	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973597_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR6973598_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973618_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973626_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	91.30	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973863_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	85.55	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6973864_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6985972_assembly.fasta	33	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6985975_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.77	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986036_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	99.76	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986044_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986047_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986053_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.63	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986073_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR6986080_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7014283_assembly.fasta	32	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.33	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	.
SRR7071944_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.63	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7072142_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7072185_assembly.fasta	32	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.63	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	.
SRR7077892_assembly.fasta	32	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	89.82	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	.
SRR7094454_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7094479_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7178194_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	88.64	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.76
SRR7178256_assembly.fasta	33	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	100.00	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7178257_assembly.fasta	37	.	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	.	.	.	.	.	100.00	100.00	99.69	.	100.00	98.26	.	100.00	.	99.70
SRR7262085_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262086_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262137_assembly.fasta	38	.	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	100.00	98.26	.	100.00	.	99.70
SRR7262441_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	91.45	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.76
SRR7262457_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262459_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	91.30	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262556_assembly.fasta	38	.	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	100.00	98.26	.	100.00	.	99.70
SRR7262559_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262560_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262800_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7262823_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR7295352_assembly.fasta	32	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	88.64	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	.
SRR7295353_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7295354_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7295355_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7295371_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
