Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22022009	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22022009_seqsero	SRR22022009_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22129576	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22129576_seqsero	SRR22129576_assembly.fasta	-	r	e,n,x	Salmonella enterica subspecies enterica (subspecies I)	-:r:e,n,x	I -:r:e,n,x	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22129578	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22129578_seqsero	SRR22129578_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22857839	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22857839_seqsero	SRR22857839_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22858223	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22858223_seqsero	SRR22858223_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22858252	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22858252_seqsero	SRR22858252_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22858268	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22858268_seqsero	SRR22858268_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22858275	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22858275_seqsero	SRR22858275_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR22858276	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR22858276_seqsero	SRR22858276_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23611146	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23611146_seqsero	SRR23611146_assembly.fasta	8	e,h	1,5	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,5	Kottbus	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23611460	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23611460_seqsero	SRR23611460_assembly.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23611461	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23611461_seqsero	SRR23611461_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23612040	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23612040_seqsero	SRR23612040_assembly.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23734591	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23734591_seqsero	SRR23734591_assembly.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23919677	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23919677_seqsero	SRR23919677_assembly.fasta	4	b	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:b:1,2	Paratyphi B var. L(+) tartrate+	The SNP in gene STM3356 that is associated with the d-Tartrate nonfermenting phenotype characteristic of the typhoidal pathotype was not detected. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23988851	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23988851_seqsero	SRR23988851_assembly.fasta	4	b	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:b:1,2	Paratyphi B var. L(+) tartrate+	The SNP in gene STM3356 that is associated with the d-Tartrate nonfermenting phenotype characteristic of the typhoidal pathotype was not detected. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23988853	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23988853_seqsero	SRR23988853_assembly.fasta	-	f,g,t	-	Salmonella enterica subspecies enterica (subspecies I)	-:f,g,t:-	I -:f,g,t:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23988857	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23988857_seqsero	SRR23988857_assembly.fasta	-	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	-:e,h:1,2	I -:e,h:1,2	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23988858	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23988858_seqsero	SRR23988858_assembly.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR23988860	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR23988860_seqsero	SRR23988860_assembly.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR24977980	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR24977980_seqsero	SRR24977980_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR24977981	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR24977981_seqsero	SRR24977981_assembly.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR24980334	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR24980334_seqsero	SRR24980334_assembly.fasta	-	l,z28	1,5	Salmonella enterica subspecies enterica (subspecies I)	-:l,z28:1,5	I -:l,z28:1,5	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR24980335	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR24980335_seqsero	SRR24980335_assembly.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR24980338	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR24980338_seqsero	SRR24980338_assembly.fasta	-	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	-:r:1,5	I -:r:1,5	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR25451680	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR25451680_seqsero	SRR25451680_assembly.fasta	3,10	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,6	Anatum	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR25451681	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR25451681_seqsero	SRR25451681_assembly.fasta	16	l,v	-	Salmonella enterica subspecies enterica (subspecies I)	16:l,v:-	I 16:l,v:-	This predicted serotype is not in the Kauffman-White scheme. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6311159	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6311159_seqsero	SRR6311159_assembly.fasta	7	z10	e,n,z15	Salmonella enterica subspecies enterica (subspecies I)	7:z10:e,n,z15	Mbandaka	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6814919	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6814919_seqsero	SRR6814919_assembly.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6903162	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6903162_seqsero	SRR6903162_assembly.fasta	7	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:r:1,5	Infantis	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973036	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973036_seqsero	SRR6973036_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973038	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973038_seqsero	SRR6973038_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973550	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973550_seqsero	SRR6973550_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973597	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973597_seqsero	SRR6973597_assembly.fasta	-	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	-:r:1,5	I -:r:1,5	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973598	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973598_seqsero	SRR6973598_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973618	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973618_seqsero	SRR6973618_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973626	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973626_seqsero	SRR6973626_assembly.fasta	-	m,t	-	Salmonella enterica subspecies enterica (subspecies I)	-:m,t:-	I -:m,t:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973863	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973863_seqsero	SRR6973863_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6973864	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6973864_seqsero	SRR6973864_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6985972	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6985972_seqsero	SRR6985972_assembly.fasta	-	b	1,2	Salmonella enterica subspecies enterica (subspecies I)	-:b:1,2	I -:b:1,2	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6985975	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6985975_seqsero	SRR6985975_assembly.fasta	9,46	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	9,46:e,h:1,6	I 9,46:e,h:1,6	This predicted serotype is not in the Kauffman-White scheme. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986036	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986036_seqsero	SRR6986036_assembly.fasta	-	d	1,2	Salmonella enterica subspecies enterica (subspecies I)	-:d:1,2	I -:d:1,2	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986044	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986044_seqsero	SRR6986044_assembly.fasta	7	m,t	-	Salmonella enterica subspecies enterica (subspecies I)	7:m,t:-	Oranienburg	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986047	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986047_seqsero	SRR6986047_assembly.fasta	3,10	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,6	Anatum	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986053	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986053_seqsero	SRR6986053_assembly.fasta	-	f,g,t	-	Salmonella enterica subspecies enterica (subspecies I)	-:f,g,t:-	I -:f,g,t:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986073	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986073_seqsero	SRR6986073_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6986080	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR6986080_seqsero	SRR6986080_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7014283	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7014283_seqsero	SRR7014283_assembly.fasta	3,10	e,h	1,5	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,5	Muenster	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7071944	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7071944_seqsero	SRR7071944_assembly.fasta	-	m,t	-	Salmonella enterica subspecies enterica (subspecies I)	-:m,t:-	I -:m,t:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7072142	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7072142_seqsero	SRR7072142_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7072185	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7072185_seqsero	SRR7072185_assembly.fasta	9,46	e,h	1,5	Salmonella enterica subspecies enterica (subspecies I)	9,46:e,h:1,5	Waedenswil	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7077892	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7077892_seqsero	SRR7077892_assembly.fasta	3,10	e,h	-	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:-	I 3,10:e,h:-	This predicted serotype is not in the Kauffman-White scheme. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7094454	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7094454_seqsero	SRR7094454_assembly.fasta	7	m,t	-	Salmonella enterica subspecies enterica (subspecies I)	7:m,t:-	Oranienburg	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7094479	/storage/group/evk5387/default/sophia_kenney/dogsalmonella/2.0-sero/seqsero/SRR7094479_seqsero	SRR7094479_assembly.fasta	-	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,m:-	I -:g,m:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
